"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
esl_adr_other,medication,,notes,"Adverse Drug Reaction on Eslicarbazepine (ESL) Other",,,,,,,"[esl_adr(996)] = '1'",,,,,,
esl_adr_led_to,medication,,radio,"Adverse Drug Reaction on Eslicarbazepine (ESL) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[esl_adr_occur] = '1'",,,,,,
esl_comment,medication,,notes,"Eslicarbazepine (ESL) Comment",,,,,,,"[esl] = '1' or [esl] = '2' or [esl] = '3' or [esl] = '4' or [esl] = '5' or [esl] = '7'",,,,,,
esm_sf_combi,medication,"

AED Details Ethosuximide (ESM)",text,"Ethosuximide (ESM) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[esm] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
esm_dose_known,medication,,radio,"Ethosuximide (ESM) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[esm] = '1' or [esm] = '2' or [esm] = '3' or [esm] = '4' or [esm] = '5' or [esm] = '7'",,,,,,
esm_max,medication,,text,"Ethosuximide (ESM) - Maximum dose [mg]",,,number,,,,"[esm_dose_known] = '1'",,,,,,
esm_max_mg_kg,medication,,text,"Ethosuximide (ESM) - Maximum dose [mg/kg]<div class='note'>if available</div>",,,number,,,,"[esm_dose_known] = '1'",,,,,,
esm_max_ml_l,medication,,text,"Ethosuximide (ESM) - Maximum level [mg/l]<div class='note'>if available</div>",,,number,,,,"[esm_dose_known] = '1'",,,,,,
esm_period,medication,,checkbox,"Ethosuximide (ESM) time period","1, Start date is known | 2, Stop date is known | 3, Is ongiong* | 4, Start and/or Stop date is unknown but period was adequate | 5, Period was inadequate","*Treatment is ongoing at date of last clinical information",,,,,"[esm] = '1' or [esm] = '2' or [esm] = '3' or [esm] = '4' or [esm] = '5' or [esm] = '7'",,,,,,
esm_start,medication,,text,"Ethosuximide (ESM) start date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[esm_period(1)] = '1'",,,,,,
esm_stop,medication,,text,"Ethosuximide (ESM) stop date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[esm_period(2)] = '1'",,,,,,
esm_adr_occur,medication,,radio,"Adverse Drug Reaction on Ethosuximide (ESM) ","1, Yes | 2, No | 998, Unknown",,,,,,"[esm] = '1' or [esm] = '2' or [esm] = '3' or [esm] = '4' or [esm] = '5' or [esm] = '7'",,,,,,
esm_adr,medication,,checkbox,"Adverse Drug Reaction on Ethosuximide (ESM)","1, Aggression | 2, Agitation | 3, Apathy | 4, Aphasia | 5, Ataxia | 6, Exanthema | 7, Fatigue | 8, Gingival hyperplasia | 9, Hair loss | 10, Psychomotoric slowing | 11, Sleep disorder | 12, Speech disorder | 13, Tremor | 14, Dizziness | 15, Weight gain | 16, Weight loss | 996, Other, please specify",,,,,,"[esm_adr_occur] = '1'",,,,,,
esm_adr_other,medication,,notes,"Adverse Drug Reaction on Ethosuximide (ESM) Other",,,,,,,"[esm_adr(996)] = '1'",,,,,,
esm_adr_led_to,medication,,radio,"Adverse Drug Reaction on Ethosuximide (ESM) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[esm_adr_occur] = '1'",,,,,,
esm_comment,medication,,notes,"Ethosuximide (ESM) Comment",,,,,,,"[esm] = '1' or [esm] = '2' or [esm] = '3' or [esm] = '4' or [esm] = '5' or [esm] = '7'",,,,,,
fbm_sf_combi,medication,"

AED Details Felbamate (FBM)",text,"Felbamate (FBM) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[fbm] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
fbm_dose_known,medication,,radio,"Felbamate (FBM) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[fbm] = '1' or [fbm] = '2' or [fbm] = '3' or [fbm] = '4' or [fbm] = '5' or [fbm] = '7'",,,,,,
fbm_max,medication,,text,"Felbamate (FBM) - Maximum dose [mg]",,,number,,,,"[fbm_dose_known] = '1'",,,,,,
fbm_max_mg_kg,medication,,text,"Felbamate (FBM) - Maximum dose [mg/kg]<div class='note'>if available</div>",,,number,,,,"[fbm_dose_known] = '1'",,,,,,
fbm_max_ml_l,medication,,text,"Felbamate (FBM) - Maximum level [mg/l]<div class='note'>if available</div>",,,number,,,,"[fbm_dose_known] = '1'",,,,,,
fbm_period,medication,,checkbox,"Felbamate (FBM) time period","1, Start date is known | 2, Stop date is known | 3, Is ongiong* | 4, Start and/or Stop date is unknown but period was adequate | 5, Period was inadequate","*Treatment is ongoing at date of last clinical information",,,,,"[fbm] = '1' or [fbm] = '2' or [fbm] = '3' or [fbm] = '4' or [fbm] = '5' or [fbm] = '7'",,,,,,
fbm_start,medication,,text,"Felbamate (FBM) start date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[fbm_period(1)] = '1'",,,,,,
fbm_stop,medication,,text,"Felbamate (FBM) stop date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[fbm_period(2)] = '1'",,,,,,
fbm_adr_occur,medication,,radio,"Adverse Drug Reaction on Felbamate (FBM) ","1, Yes | 2, No | 998, Unknown",,,,,,"[fbm] = '1' or [fbm] = '2' or [fbm] = '3' or [fbm] = '4' or [fbm] = '5' or [fbm] = '7'",,,,,,
fbm_adr,medication,,checkbox,"Adverse Drug Reaction on Felbamate (FBM)","1, Aggression | 2, Agitation | 3, Apathy | 4, Aphasia | 5, Ataxia | 6, Exanthema | 7, Fatigue | 8, Gingival hyperplasia | 9, Hair loss | 10, Psychomotoric slowing | 11, Sleep disorder | 12, Speech disorder | 13, Tremor | 14, Dizziness | 15, Weight gain | 16, Weight loss | 996, Other, please specify",,,,,,"[fbm_adr_occur] = '1'",,,,,,
fbm_adr_other,medication,,notes,"Adverse Drug Reaction on Felbamate (FBM) Other",,,,,,,"[fbm_adr(996)] = '1'",,,,,,
fbm_adr_led_to,medication,,radio,"Adverse Drug Reaction on Felbamate (FBM) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[fbm_adr_occur] = '1'",,,,,,
fbm_comment,medication,,notes,"Felbamate (FBM) Comment",,,,,,,"[fbm] = '1' or [fbm] = '2' or [fbm] = '3' or [fbm] = '4' or [fbm] = '5' or [fbm] = '7'",,,,,,
gbp_sf_combi,medication,"

AED Details Gabapentine (GBP)",text,"Gabapentine (GBP) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[gbp] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
gbp_dose_known,medication,,radio,"Gabapentine (GBP) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[gbp] = '1' or [gbp] = '2' or [gbp] = '3' or [gbp] = '4' or [gbp] = '5' or [gbp] = '7'",,,,,,
gbp_max,medication,,text,"Gabapentine (GBP) - Maximum dose [mg]",,,number,,,,"[gbp_dose_known] = '1'",,,,,,
gbp_max_mg_kg,medication,,text,"Gabapentine (GBP) - Maximum dose [mg/kg]<div class='note'>if available</div>",,,number,,,,"[gbp_dose_known] = '1'",,,,,,
gbp_max_ml_l,medication,,text,"Gabapentine (GBP) - Maximum level [mg/l]<div class='note'>if available</div>",,,number,,,,"[gbp_dose_known] = '1'",,,,,,
gbp_period,medication,,checkbox,"Gabapentine (GBP) time period","1, Start date is known | 2, Stop date is known | 3, Is ongiong* | 4, Start and/or Stop date is unknown but period was adequate | 5, Period was inadequate","*Treatment is ongoing at date of last clinical information",,,,,"[gbp] = '1' or [gbp] = '2' or [gbp] = '3' or [gbp] = '4' or [gbp] = '5' or [gbp] = '7'",,,,,,
gbp_start,medication,,text,"Gabapentine (GBP) start date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[gbp_period(1)] = '1'",,,,,,
gbp_stop,medication,,text,"Gabapentine (GBP) stop date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[gbp_period(2)] = '1'",,,,,,
gbp_adr_occur,medication,,radio,"Adverse Drug Reaction on Gabapentine (GBP) ","1, Yes | 2, No | 998, Unknown",,,,,,"[gbp] = '1' or [gbp] = '2' or [gbp] = '3' or [gbp] = '4' or [gbp] = '5' or [gbp] = '7'",,,,,,
gbp_adr,medication,,checkbox,"Adverse Drug Reaction on Gabapentine (GBP)","1, Aggression | 2, Agitation | 3, Apathy | 4, Aphasia | 5, Ataxia | 6, Exanthema | 7, Fatigue | 8, Gingival hyperplasia | 9, Hair loss | 10, Psychomotoric slowing | 11, Sleep disorder | 12, Speech disorder | 13, Tremor | 14, Dizziness | 15, Weight gain | 16, Weight loss | 996, Other, please specify",,,,,,"[gbp_adr_occur] = '1'",,,,,,
gbp_adr_other,medication,,notes,"Adverse Drug Reaction on Gabapentine (GBP) Other",,,,,,,"[gbp_adr(996)] = '1'",,,,,,
gbp_adr_led_to,medication,,radio,"Adverse Drug Reaction on Gabapentine (GBP) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[gbp_adr_occur] = '1'",,,,,,
gbp_comment,medication,,notes,"Gabapentine (GBP) Comment",,,,,,,"[gbp] = '1' or [gbp] = '2' or [gbp] = '3' or [gbp] = '4' or [gbp] = '5' or [gbp] = '7'",,,,,,
lac_sf_combi,medication,"

AED Details Lacosamide (LAC)",text,"Lacosamide (LAC) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[lac] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
lac_dose_known,medication,,radio,"Lacosamide (LAC) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[lac] = '1' or [lac] = '2' or [lac] = '3' or [lac] = '4' or [lac] = '5' or [lac] = '7'",,,,,,
lac_max,medication,,text,"Lacosamide (LAC) - Maximum dose [mg]",,,number,,,,"[lac_dose_known] = '1'",,,,,,
lac_max_mg_kg,medication,,text,"Lacosamide (LAC) - Maximum dose [mg/kg]<div class='note'>if available</div>",,,number,,,,"[lac_dose_known] = '1'",,,,,,
lac_max_ml_l,medication,,text,"Lacosamide (LAC) - Maximum level [mg/l]<div class='note'>if available</div>",,,number,,,,"[lac_dose_known] = '1'",,,,,,
lac_period,medication,,checkbox,"Lacosamide (LAC) time period","1, Start date is known | 2, Stop date is known | 3, Is ongiong* | 4, Start and/or Stop date is unknown but period was adequate | 5, Period was inadequate","*Treatment is ongoing at date of last clinical information",,,,,"[lac] = '1' or [lac] = '2' or [lac] = '3' or [lac] = '4' or [lac] = '5' or [lac] = '7'",,,,,,
lac_start,medication,,text,"Lacosamide (LAC) start date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[lac_period(1)] = '1'",,,,,,
lac_stop,medication,,text,"Lacosamide (LAC) stop date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[lac_period(2)] = '1'",,,,,,
lac_adr_occur,medication,,radio,"Adverse Drug Reaction on Lacosamide (LAC) ","1, Yes | 2, No | 998, Unknown",,,,,,"[lac] = '1' or [lac] = '2' or [lac] = '3' or [lac] = '4' or [lac] = '5' or [lac] = '7'",,,,,,
lac_adr,medication,,checkbox,"Adverse Drug Reaction on Lacosamide (LAC)","1, Aggression | 2, Agitation | 3, Apathy | 4, Aphasia | 5, Ataxia | 6, Exanthema | 7, Fatigue | 8, Gingival hyperplasia | 9, Hair loss | 10, Psychomotoric slowing | 11, Sleep disorder | 12, Speech disorder | 13, Tremor | 14, Dizziness | 15, Weight gain | 16, Weight loss | 996, Other, please specify",,,,,,"[lac_adr_occur] = '1'",,,,,,
lac_adr_other,medication,,notes,"Adverse Drug Reaction on Lacosamide (LAC) Other",,,,,,,"[lac_adr(996)] = '1'",,,,,,
lac_adr_led_to,medication,,radio,"Adverse Drug Reaction on Lacosamide (LAC) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[lac_adr_occur] = '1'",,,,,,
lac_comment,medication,,notes,"Lacosamide (LAC) Comment",,,,,,,"[lac] = '1' or [lac] = '2' or [lac] = '3' or [lac] = '4' or [lac] = '5' or [lac] = '7'",,,,,,
ltg_sf_combi,medication,"

AED Details Lamotrigine (LTG)",text,"Lamotrigine (LTG) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[ltg] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
ltg_dose_known,medication,,radio,"Lamotrigine (LTG) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[ltg] = '1' or [ltg] = '2' or [ltg] = '3' or [ltg] = '4' or [ltg] = '5' or [ltg] = '7'",,,,,,
ltg_max,medication,,text,"Lamotrigine (LTG) - Maximum dose [mg]",,,number,,,,"[ltg_dose_known] = '1'",,,,,,
ltg_max_mg_kg,medication,,text,"Lamotrigine (LTG) - Maximum dose [mg/kg]<div class='note'>if available</div>",,,number,,,,"[ltg_dose_known] = '1'",,,,,,
ltg_max_ml_l,medication,,text,"Lamotrigine (LTG) - Maximum level [mg/l]<div class='note'>if available</div>",,,number,,,,"[ltg_dose_known] = '1'",,,,,,
ltg_period,medication,,checkbox,"Lamotrigine (LTG) time period","1, Start date is known | 2, Stop date is known | 3, Is ongiong* | 4, Start and/or Stop date is unknown but period was adequate | 5, Period was inadequate","*Treatment is ongoing at date of last clinical information",,,,,"[ltg] = '1' or [ltg] = '2' or [ltg] = '3' or [ltg] = '4' or [ltg] = '5' or [ltg] = '7'",,,,,,
ltg_start,medication,,text,"Lamotrigine (LTG) start date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[ltg_period(1)] = '1'",,,,,,
ltg_stop,medication,,text,"Lamotrigine (LTG) stop date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[ltg_period(2)] = '1'",,,,,,
ltg_adr_occur,medication,,radio,"Adverse Drug Reaction on Lamotrigine (LTG) ","1, Yes | 2, No | 998, Unknown",,,,,,"[ltg] = '1' or [ltg] = '2' or [ltg] = '3' or [ltg] = '4' or [ltg] = '5' or [ltg] = '7'",,,,,,
ltg_adr,medication,,checkbox,"Adverse Drug Reaction on Lamotrigine (LTG)","1, Aggression | 2, Agitation | 3, Apathy | 4, Aphasia | 5, Ataxia | 6, Exanthema | 7, Fatigue | 8, Gingival hyperplasia | 9, Hair loss | 10, Psychomotoric slowing | 11, Sleep disorder | 12, Speech disorder | 13, Tremor | 14, Dizziness | 15, Weight gain | 16, Weight loss | 996, Other, please specify",,,,,,"[ltg_adr_occur] = '1'",,,,,,
ltg_adr_other,medication,,notes,"Adverse Drug Reaction on Lamotrigine (LTG) Other",,,,,,,"[ltg_adr(996)] = '1'",,,,,,
ltg_adr_led_to,medication,,radio,"Adverse Drug Reaction on Lamotrigine (LTG) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[ltg_adr_occur] = '1'",,,,,,
ltg_comment,medication,,notes,"Lamotrigine (LTG) Comment",,,,,,,"[ltg] = '1' or [ltg] = '2' or [ltg] = '3' or [ltg] = '4' or [ltg] = '5' or [ltg] = '7'",,,,,,
lev_sf_combi,medication,"

AED Details Levetiracetam (LEV)",text,"Levetiracetam (LEV) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[lev] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
lev_dose_known,medication,,radio,"Levetiracetam (LEV) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[lev] = '1' or [lev] = '2' or [lev] = '3' or [lev] = '4' or [lev] = '5' or [lev] = '7'",,,,,,
lev_max,medication,,text,"Levetiracetam (LEV) - Maximum dose [mg]",,,number,,,,"[lev_dose_known] = '1'",,,,,,
lev_max_mg_kg,medication,,text,"Levetiracetam (LEV) - Maximum dose [mg/kg]<div class='note'>if available</div>",,,number,,,,"[lev_dose_known] = '1'",,,,,,
lev_max_ml_l,medication,,text,"Levetiracetam (LEV) - Maximum level [mg/l]<div class='note'>if available</div>",,,number,,,,"[lev_dose_known] = '1'",,,,,,
lev_period,medication,,checkbox,"Levetiracetam (LEV) time period","1, Start date is known | 2, Stop date is known | 3, Is ongiong* | 4, Start and/or Stop date is unknown but period was adequate | 5, Period was inadequate","*Treatment is ongoing at date of last clinical information",,,,,"[lev] = '1' or [lev] = '2' or [lev] = '3' or [lev] = '4' or [lev] = '5' or [lev] = '7'",,,,,,
lev_start,medication,,text,"Levetiracetam (LEV) start date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[lev_period(1)] = '1'",,,,,,
lev_stop,medication,,text,"Levetiracetam (LEV) stop date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[lev_period(2)] = '1'",,,,,,
lev_adr_occur,medication,,radio,"Adverse Drug Reaction on Levetiracetam (LEV) ","1, Yes | 2, No | 998, Unknown",,,,,,"[lev] = '1' or [lev] = '2' or [lev] = '3' or [lev] = '4' or [lev] = '5' or [lev] = '7'",,,,,,
lev_adr,medication,,checkbox,"Adverse Drug Reaction on Levetiracetam (LEV)","1, Aggression | 2, Agitation | 3, Apathy | 4, Aphasia | 5, Ataxia | 6, Exanthema | 7, Fatigue | 8, Gingival hyperplasia | 9, Hair loss | 10, Psychomotoric slowing | 11, Sleep disorder | 12, Speech disorder | 13, Tremor | 14, Dizziness | 15, Weight gain | 16, Weight loss | 996, Other, please specify",,,,,,"[lev_adr_occur] = '1'",,,,,,
lev_adr_other,medication,,notes,"Adverse Drug Reaction on Levetiracetam (LEV) Other",,,,,,,"[lev_adr(996)] = '1'",,,,,,
lev_adr_led_to,medication,,radio,"Adverse Drug Reaction on Levetiracetam (LEV) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[lev_adr_occur] = '1'",,,,,,
lev_comment,medication,,notes,"Levetiracetam (LEV) Comment",,,,,,,"[lev] = '1' or [lev] = '2' or [lev] = '3' or [lev] = '4' or [lev] = '5' or [lev] = '7'",,,,,,
lzp_sf_combi,medication,"

AED Details Lorazepam (LZP)",text,"Lorazepam (LZP) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[lzp] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
lzp_dose_known,medication,,radio,"Lorazepam (LZP) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[lzp] = '1' or [lzp] = '2' or [lzp] = '3' or [lzp] = '4' or [lzp] = '5' or [lzp] = '7'",,,,,,
lzp_max,medication,,text,"Lorazepam (LZP) - Maximum dose [mg]",,,number,,,,"[lzp_dose_known] = '1'",,,,,,
lzp_max_mg_kg,medication,,text,"Lorazepam (LZP) - Maximum dose [mg/kg]<div class='note'>if available</div>",,,number,,,,"[lzp_dose_known] = '1'",,,,,,
lzp_max_ml_l,medication,,text,"Lorazepam (LZP) - Maximum level [mg/l]<div class='note'>if available</div>",,,number,,,,"[lzp_dose_known] = '1'",,,,,,
lzp_period,medication,,checkbox,"Lorazepam (LZP) time period","1, Start date is known | 2, Stop date is known | 3, Is ongiong* | 4, Start and/or Stop date is unknown but period was adequate | 5, Period was inadequate","*Treatment is ongoing at date of last clinical information",,,,,"[lzp] = '1' or [lzp] = '2' or [lzp] = '3' or [lzp] = '4' or [lzp] = '5' or [lzp] = '7'",,,,,,
lzp_start,medication,,text,"Lorazepam (LZP) start date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[lzp_period(1)] = '1'",,,,,,
lzp_stop,medication,,text,"Lorazepam (LZP) stop date",,"Use 01 (Jan) as month or 01 as day if said information is missing.",date_ymd,,,,"[lzp_period(2)] = '1'",,,,,,
lzp_adr_occur,medication,,radio,"Adverse Drug Reaction on Lorazepam (LZP) ","1, Yes | 2, No | 998, Unknown",,,,,,"[lzp] = '1' or [lzp] = '2' or [lzp] = '3' or [lzp] = '4' or [lzp] = '5' or [lzp] = '7'",,,,,,
lzp_adr,medication,,checkbox,"Adverse Drug Reaction on Lorazepam (LZP)","1, Aggression | 2, Agitation | 3, Apathy | 4, Aphasia | 5, Ataxia | 6, Exanthema | 7, Fatigue | 8, Gingival hyperplasia | 9, Hair loss | 10, Psychomotoric slowing | 11, Sleep disorder | 12, Speech disorder | 13, Tremor | 14, Dizziness | 15, Weight gain | 16, Weight loss | 996, Other, please specify",,,,,,"[lzp_adr_occur] = '1'",,,,,,
lzp_adr_other,medication,,notes,"Adverse Drug Reaction on Lorazepam (LZP) Other",,,,,,,"[lzp_adr(996)] = '1'",,,,,,
lzp_adr_led_to,medication,,radio,"Adverse Drug Reaction on Lorazepam (LZP) led to","1, No change | 2, Dose reduction | 3, Withdrawal of AED",,,,,,"[lzp_adr_occur] = '1'",,,,,,
lzp_comment,medication,,notes,"Lorazepam (LZP) Comment",,,,,,,"[lzp] = '1' or [lzp] = '2' or [lzp] = '3' or [lzp] = '4' or [lzp] = '5' or [lzp] = '7'",,,,,,
msm_sf_combi,medication,"

AED Details Mesuximide (MSM)",text,"Mesuximide (MSM) - Seizure free in combination with",,"Additional AEDs which led to seizure freedom in combination",,,,,"[msm] = '2'",,,,,," @PLACEHOLDER=""e.g. LEV; or LEV + LTG"""
msm_dose_known,medication,,radio,"Mesuximide (MSM) - Maximum dose known","1, Yes | 2, No | 3, Exact dose unknown but sufficient",,,,,,"[msm] = '1' or [msm] = '2' or [msm] = '3' or [msm] = '4' or [msm] = '5' or [msm] = '7'",,,,,,
msm_max,medication,,text,"Mesuximide (MSM) - Maximum dose [mg]",,,number,,,,"[msm_dose_known] = '1'",,,,,,
